"BMI","GEO","UNIT","TIME","ISCED11","SEX","AGE","Value","Flag and Footnotes"
"Underweight","Netherlands","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","2.6",""
"Underweight","Netherlands","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","0.8",""
"Underweight","Netherlands","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","2.9",""
"Underweight","Austria","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","3.9",""
"Underweight","Austria","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","3.9",""
"Underweight","Austria","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","0.9",""
"Underweight","Austria","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","3.8",""
"Underweight","Austria","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","0.2",""
"Underweight","Austria","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","5.4",""
"Underweight","Austria","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","3.9",""
"Underweight","Austria","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","4.1",""
"Underweight","Austria","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","1.0",""
"Underweight","Austria","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","2.9",""
"Underweight","Austria","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","1.0",""
"Underweight","Austria","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","4.6",""
"Underweight","Poland","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","3.8",""
"Underweight","Poland","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","6.2",""
"Underweight","Poland","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","0.8",""
"Underweight","Poland","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","3.1",""
"Underweight","Poland","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","0.3",""
"Underweight","Poland","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","5.3",""
"Underweight","Poland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","4.7",""
"Underweight","Poland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","6.4",""
"Underweight","Poland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","0.8",""
"Underweight","Poland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","3.3",""
"Underweight","Poland","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","0.1",""
"Underweight","Poland","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","4.1",""
"Underweight","Portugal","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","1.9",""
"Underweight","Portugal","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","2.7",""
"Underweight","Portugal","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","1.8",""
"Underweight","Portugal","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","5.0",""
"Underweight","Portugal","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","0.6",""
"Underweight","Portugal","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","2.7",""
"Underweight","Portugal","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","1.9",""
"Underweight","Portugal","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","1.8",""
"Underweight","Portugal","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","1.8",""
"Underweight","Portugal","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","3.1",""
"Underweight","Portugal","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","0.7",""
"Underweight","Portugal","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","3.1",""
"Underweight","Romania","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","1.7",""
"Underweight","Romania","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","2.5",""
"Underweight","Romania","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","0.7",""
"Underweight","Romania","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","2.0",""
"Underweight","Romania","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","0.5",""
"Underweight","Romania","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","2.1",""
"Underweight","Romania","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","1.2",""
"Underweight","Romania","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","2.1",""
"Underweight","Romania","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","0.2",""
"Underweight","Romania","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","0.9",""
"Underweight","Romania","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","0.5",""
"Underweight","Romania","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","2.5",""
"Underweight","Slovenia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","2.5",""
"Underweight","Slovenia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","3.2",""
"Underweight","Slovenia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","0.5",""
"Underweight","Slovenia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","2.4",""
"Underweight","Slovenia","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","0.4",""
"Underweight","Slovenia","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","3.6",""
"Underweight","Slovenia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","2.0",""
"Underweight","Slovenia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","3.1",""
"Underweight","Slovenia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","0.7",""
"Underweight","Slovenia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","2.1",""
"Underweight","Slovenia","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","0.3",""
"Underweight","Slovenia","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","2.3",""
"Underweight","Slovakia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","5.9",""
"Underweight","Slovakia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","6.3",""
"Underweight","Slovakia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","0.7",""
"Underweight","Slovakia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","3.3",""
"Underweight","Slovakia","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","0.5",""
"Underweight","Slovakia","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","4.3",""
"Underweight","Slovakia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","1.1",""
"Underweight","Slovakia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","6.1",""
"Underweight","Slovakia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","0.2",""
"Underweight","Slovakia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","3.1",""
"Underweight","Slovakia","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","0.4",""
"Underweight","Slovakia","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","5.2",""
"Underweight","Finland","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","3.1",""
"Underweight","Finland","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","2.4",""
"Underweight","Finland","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","0.9",""
"Underweight","Finland","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","3.3",""
"Underweight","Finland","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","0.4",""
"Underweight","Finland","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","1.6",""
"Underweight","Finland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","2.6",""
"Underweight","Finland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","4.9",""
"Underweight","Finland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","1.2",""
"Underweight","Finland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","1.2",""
"Underweight","Finland","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","0.4",""
"Underweight","Finland","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","1.3",""
"Underweight","Sweden","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","2.3",""
"Underweight","Sweden","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","3.4",""
"Underweight","Sweden","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","0.9",""
"Underweight","Sweden","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","2.7",""
"Underweight","Sweden","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","0.3",""
"Underweight","Sweden","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","1.7",""
"Underweight","Sweden","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","3.4",""
"Underweight","Sweden","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","3.3",""
"Underweight","Sweden","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","1.1",""
"Underweight","Sweden","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","2.5",""
"Underweight","Sweden","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","0.5",""
"Underweight","Sweden","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","1.9",""
"Underweight","Iceland","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","2.6",""
"Underweight","Iceland","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","3.6",""
"Underweight","Iceland","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","0.1",""
"Underweight","Iceland","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","2.0",""
"Underweight","Iceland","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","0.3",""
"Underweight","Iceland","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","1.7",""
"Underweight","Iceland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","2.4",""
"Underweight","Iceland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","3.2",""
"Underweight","Iceland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","0.2",""
"Underweight","Iceland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","1.2",""
"Underweight","Iceland","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","0",""
"Underweight","Iceland","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","1.6",""
"Underweight","Norway","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","2.4",""
"Underweight","Norway","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","4.0",""
"Underweight","Norway","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","0.3",""
"Underweight","Norway","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","1.6",""
"Underweight","Norway","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","0.6",""
"Underweight","Norway","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","3.2",""
"Underweight","Norway","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","2.1",""
"Underweight","Norway","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","5.5",""
"Underweight","Norway","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","0.9",""
"Underweight","Norway","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","1.6",""
"Underweight","Norway","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","0.2",""
"Underweight","Norway","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","1.6",""
"Underweight","United Kingdom","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","2.4",""
"Underweight","United Kingdom","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","2.6",""
"Underweight","United Kingdom","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","1.6",""
"Underweight","United Kingdom","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","3.0",""
"Underweight","United Kingdom","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","0.9",""
"Underweight","United Kingdom","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","3.3",""
"Underweight","United Kingdom","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total",":",""
"Underweight","United Kingdom","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total",":",""
"Underweight","United Kingdom","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total",":",""
"Underweight","United Kingdom","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total",":",""
"Underweight","United Kingdom","Percentage","2019","Tertiary education (levels 5-8)","Males","Total",":",""
"Underweight","United Kingdom","Percentage","2019","Tertiary education (levels 5-8)","Females","Total",":",""
"Underweight","Serbia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total",":",""
"Underweight","Serbia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total",":",""
"Underweight","Serbia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total",":",""
"Underweight","Serbia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total",":",""
"Underweight","Serbia","Percentage","2014","Tertiary education (levels 5-8)","Males","Total",":",""
"Underweight","Serbia","Percentage","2014","Tertiary education (levels 5-8)","Females","Total",":",""
"Underweight","Serbia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","2.9",""
"Underweight","Serbia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","4.2",""
"Underweight","Serbia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","0.8",""
"Underweight","Serbia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","3.1",""
"Underweight","Serbia","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","0.4",""
"Underweight","Serbia","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","3.8",""
"Underweight","Turkey","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","3.6",""
"Underweight","Turkey","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","5.0",""
"Underweight","Turkey","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","1.7",""
"Underweight","Turkey","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","10.5",""
"Underweight","Turkey","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","0.8",""
"Underweight","Turkey","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","7.1",""
"Underweight","Turkey","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","1.9",""
"Underweight","Turkey","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","2.4",""
"Underweight","Turkey","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","4.3",""
"Underweight","Turkey","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","9.4",""
"Underweight","Turkey","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","1.3",""
"Underweight","Turkey","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","6.5",""
"Normal","European Union - 27 countries (from 2020)","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","41.1",""
"Normal","European Union - 27 countries (from 2020)","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","45.0",""
"Normal","European Union - 27 countries (from 2020)","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","39.6",""
"Normal","European Union - 27 countries (from 2020)","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","53.0",""
"Normal","European Union - 27 countries (from 2020)","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","44.9",""
"Normal","European Union - 27 countries (from 2020)","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","64.5",""
"Normal","European Union - 27 countries (from 2020)","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","39.8",""
"Normal","European Union - 27 countries (from 2020)","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","44.6",""
"Normal","European Union - 27 countries (from 2020)","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","37.5",""
"Normal","European Union - 27 countries (from 2020)","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","50.3",""
"Normal","European Union - 27 countries (from 2020)","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","44.2",""
"Normal","European Union - 27 countries (from 2020)","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","61.0",""
"Normal","European Union - 28 countries (2013-2020)","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","40.7",""
"Normal","European Union - 28 countries (2013-2020)","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","44.3",""
"Normal","European Union - 28 countries (2013-2020)","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","39.5",""
"Normal","European Union - 28 countries (2013-2020)","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","52.4",""
"Normal","European Union - 28 countries (2013-2020)","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","44.5",""
"Normal","European Union - 28 countries (2013-2020)","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","62.4",""
"Normal","European Union - 28 countries (2013-2020)","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total",":",""
"Normal","European Union - 28 countries (2013-2020)","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total",":",""
"Normal","European Union - 28 countries (2013-2020)","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total",":",""
"Normal","European Union - 28 countries (2013-2020)","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total",":",""
"Normal","European Union - 28 countries (2013-2020)","Percentage","2019","Tertiary education (levels 5-8)","Males","Total",":",""
"Normal","European Union - 28 countries (2013-2020)","Percentage","2019","Tertiary education (levels 5-8)","Females","Total",":",""
"Normal","Belgium","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","41.9",""
"Normal","Belgium","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","45.7",""
"Normal","Belgium","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","44.7",""
"Normal","Belgium","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","54.3",""
"Normal","Belgium","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","45.1",""
"Normal","Belgium","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","62.3",""
"Normal","Belgium","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","43.4",""
"Normal","Belgium","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","41.0",""
"Normal","Belgium","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","42.1",""
"Normal","Belgium","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","52.3",""
"Normal","Belgium","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","46.3",""
"Normal","Belgium","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","59.9",""
"Normal","Bulgaria","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","44.6",""
"Normal","Bulgaria","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","44.3",""
"Normal","Bulgaria","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","35.2",""
"Normal","Bulgaria","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","49.3",""
"Normal","Bulgaria","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","38.3",""
"Normal","Bulgaria","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","58.9",""
"Normal","Bulgaria","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","41.9",""
"Normal","Bulgaria","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","48.1",""
"Normal","Bulgaria","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","33.4",""
"Normal","Bulgaria","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","49.2",""
"Normal","Bulgaria","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","38.3",""
"Normal","Bulgaria","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","57.5",""
"Normal","Czechia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","55.2",""
"Normal","Czechia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","42.6",""
"Normal","Czechia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","31.7",""
"Normal","Czechia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","47.6",""
"Normal","Czechia","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","42.8",""
"Normal","Czechia","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","65.5",""
"Normal","Czechia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","54.9",""
"Normal","Czechia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","46.2",""
"Normal","Czechia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","26.8",""
"Normal","Czechia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","44.8",""
"Normal","Czechia","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","35.7",""
"Normal","Czechia","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","58.9",""
"Normal","Denmark","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","46.7",""
"Normal","Denmark","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","50.1",""
"Normal","Denmark","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","41.7",""
"Normal","Denmark","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","53.7",""
"Normal","Denmark","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","49.2",""
"Normal","Denmark","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","61.6",""
"Normal","Denmark","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","48.2",""
"Normal","Denmark","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","49.9",""
"Normal","Denmark","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","36.7",""
"Normal","Denmark","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","49.6",""
"Normal","Denmark","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","47.2",""
"Normal","Denmark","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","59.9",""
"Normal","Germany (until 1990 former territory of the FRG)","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","42.4",""
"Normal","Germany (until 1990 former territory of the FRG)","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","44.8",""
"Normal","Germany (until 1990 former territory of the FRG)","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","39.0",""
"Normal","Germany (until 1990 former territory of the FRG)","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","52.1",""
"Normal","Germany (until 1990 former territory of the FRG)","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","40.8",""
"Normal","Germany (until 1990 former territory of the FRG)","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","62.9",""
"Normal","Germany (until 1990 former territory of the FRG)","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","42.5",""
"Normal","Germany (until 1990 former territory of the FRG)","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","47.4",""
"Normal","Germany (until 1990 former territory of the FRG)","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","37.7",""
"Normal","Germany (until 1990 former territory of the FRG)","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","48.9",""
"Normal","Germany (until 1990 former territory of the FRG)","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","40.7",""
"Normal","Germany (until 1990 former territory of the FRG)","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","60.5",""
"Normal","Estonia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","46.7",""
"Normal","Estonia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","37.4",""
"Normal","Estonia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","40.6",""
"Normal","Estonia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","45.2",""
"Normal","Estonia","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","40.1",""
"Normal","Estonia","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","51.7",""
"Normal","Estonia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","54.4",""
"Normal","Estonia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","43.6",""
"Normal","Estonia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","35.9",""
