"N_PORTION","GEO","UNIT","TIME","ISCED11","SEX","AGE","Value","Flag and Footnotes"
"0 portions","Netherlands","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","39.5",""
"0 portions","Netherlands","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","39.5",""
"0 portions","Netherlands","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","30.6",""
"0 portions","Austria","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","44.5",""
"0 portions","Austria","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","23.6",""
"0 portions","Austria","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","41.6",""
"0 portions","Austria","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","24.0",""
"0 portions","Austria","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","37.4",""
"0 portions","Austria","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","20.0",""
"0 portions","Austria","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","47.1",""
"0 portions","Austria","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","29.1",""
"0 portions","Austria","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","47.0",""
"0 portions","Austria","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","28.9",""
"0 portions","Austria","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","41.1",""
"0 portions","Austria","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","21.2",""
"0 portions","Poland","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","44.8",""
"0 portions","Poland","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","37.9",""
"0 portions","Poland","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","39.5",""
"0 portions","Poland","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","28.3",""
"0 portions","Poland","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","28.8",""
"0 portions","Poland","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","22.4",""
"0 portions","Poland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","51.8",""
"0 portions","Poland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","42.9",""
"0 portions","Poland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","45.1",""
"0 portions","Poland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","32.9",""
"0 portions","Poland","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","33.4",""
"0 portions","Poland","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","24.3",""
"0 portions","Portugal","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","24.7",""
"0 portions","Portugal","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","19.0",""
"0 portions","Portugal","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","27.9",""
"0 portions","Portugal","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","17.5",""
"0 portions","Portugal","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","16.8",""
"0 portions","Portugal","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","13.6",""
"0 portions","Portugal","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","30.8",""
"0 portions","Portugal","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","25.2",""
"0 portions","Portugal","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","35.1",""
"0 portions","Portugal","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","27.4",""
"0 portions","Portugal","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","29.3",""
"0 portions","Portugal","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","16.5",""
"0 portions","Romania","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","74.5",""
"0 portions","Romania","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","71.4",""
"0 portions","Romania","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","68.4",""
"0 portions","Romania","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","61.1",""
"0 portions","Romania","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","49.2",""
"0 portions","Romania","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","43.2",""
"0 portions","Romania","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","82.9",""
"0 portions","Romania","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","79.0",""
"0 portions","Romania","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","77.2",""
"0 portions","Romania","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","68.6",""
"0 portions","Romania","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","66.6",""
"0 portions","Romania","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","54.9",""
"0 portions","Slovenia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","28.9",""
"0 portions","Slovenia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","18.1",""
"0 portions","Slovenia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","35.1",""
"0 portions","Slovenia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","21.5",""
"0 portions","Slovenia","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","33.9",""
"0 portions","Slovenia","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","22.6",""
"0 portions","Slovenia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","41.1",""
"0 portions","Slovenia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","24.5",""
"0 portions","Slovenia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","36.2",""
"0 portions","Slovenia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","21.6",""
"0 portions","Slovenia","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","38.8",""
"0 portions","Slovenia","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","26.0",""
"0 portions","Slovakia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","57.0",""
"0 portions","Slovakia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","47.0",""
"0 portions","Slovakia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","55.2",""
"0 portions","Slovakia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","39.0",""
"0 portions","Slovakia","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","48.7",""
"0 portions","Slovakia","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","34.7",""
"0 portions","Slovakia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","53.5",""
"0 portions","Slovakia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","46.0",""
"0 portions","Slovakia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","49.7",""
"0 portions","Slovakia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","34.5",""
"0 portions","Slovakia","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","39.0",""
"0 portions","Slovakia","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","29.7",""
"0 portions","Finland","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","55.7",""
"0 portions","Finland","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","39.1",""
"0 portions","Finland","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","60.2",""
"0 portions","Finland","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","39.1",""
"0 portions","Finland","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","41.7",""
"0 portions","Finland","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","27.1",""
"0 portions","Finland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","47.4",""
"0 portions","Finland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","39.9",""
"0 portions","Finland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","55.1",""
"0 portions","Finland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","31.6",""
"0 portions","Finland","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","32.4",""
"0 portions","Finland","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","20.7",""
"0 portions","Sweden","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","45.3",""
"0 portions","Sweden","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","30.1",""
"0 portions","Sweden","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","47.7",""
"0 portions","Sweden","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","32.3",""
"0 portions","Sweden","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","41.0",""
"0 portions","Sweden","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","19.7",""
"0 portions","Sweden","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","51.0",""
"0 portions","Sweden","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","34.2",""
"0 portions","Sweden","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","49.3",""
"0 portions","Sweden","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","30.3",""
"0 portions","Sweden","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","38.3",""
"0 portions","Sweden","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","23.3",""
"0 portions","Iceland","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","46.2",""
"0 portions","Iceland","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","33.1",""
"0 portions","Iceland","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","42.1",""
"0 portions","Iceland","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","28.6",""
"0 portions","Iceland","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","37.4",""
"0 portions","Iceland","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","20.8",""
"0 portions","Iceland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","41.9",""
"0 portions","Iceland","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","31.7",""
"0 portions","Iceland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","45.6",""
"0 portions","Iceland","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","23.8",""
"0 portions","Iceland","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","36.5",""
"0 portions","Iceland","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","26.3",""
"0 portions","Norway","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","46.9",""
"0 portions","Norway","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","27.9",""
"0 portions","Norway","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","36.3",""
"0 portions","Norway","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","22.5",""
"0 portions","Norway","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","31.8",""
"0 portions","Norway","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","19.5",""
"0 portions","Norway","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","39.9",""
"0 portions","Norway","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","28.4",""
"0 portions","Norway","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","37.3",""
"0 portions","Norway","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","23.3",""
"0 portions","Norway","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","32.5",""
"0 portions","Norway","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","17.8",""
"0 portions","United Kingdom","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","36.4",""
"0 portions","United Kingdom","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","23.7",""
"0 portions","United Kingdom","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","26.9",""
"0 portions","United Kingdom","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","20.5",""
"0 portions","United Kingdom","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","18.5",""
"0 portions","United Kingdom","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","10.9",""
"0 portions","United Kingdom","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total",":",""
"0 portions","United Kingdom","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total",":",""
"0 portions","United Kingdom","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total",":",""
"0 portions","United Kingdom","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total",":",""
"0 portions","United Kingdom","Percentage","2019","Tertiary education (levels 5-8)","Males","Total",":",""
"0 portions","United Kingdom","Percentage","2019","Tertiary education (levels 5-8)","Females","Total",":",""
"0 portions","Serbia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total",":",""
"0 portions","Serbia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total",":",""
"0 portions","Serbia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total",":",""
"0 portions","Serbia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total",":",""
"0 portions","Serbia","Percentage","2014","Tertiary education (levels 5-8)","Males","Total",":",""
"0 portions","Serbia","Percentage","2014","Tertiary education (levels 5-8)","Females","Total",":",""
"0 portions","Serbia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","56.1",""
"0 portions","Serbia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","47.2",""
"0 portions","Serbia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","49.1",""
"0 portions","Serbia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","40.8",""
"0 portions","Serbia","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","42.8",""
"0 portions","Serbia","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","29.5",""
"0 portions","Turkey","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","36.4",""
"0 portions","Turkey","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","31.3",""
"0 portions","Turkey","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","33.6",""
"0 portions","Turkey","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","26.7",""
"0 portions","Turkey","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","33.4",""
"0 portions","Turkey","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","22.9",""
"0 portions","Turkey","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","41.2",""
"0 portions","Turkey","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","37.1",""
"0 portions","Turkey","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","40.6",""
"0 portions","Turkey","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","33.0",""
"0 portions","Turkey","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","38.9",""
"0 portions","Turkey","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","27.2",""
"From 1 to 4 portions","European Union - 27 countries (from 2020)","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","51.4",""
"From 1 to 4 portions","European Union - 27 countries (from 2020)","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","57.2",""
"From 1 to 4 portions","European Union - 27 countries (from 2020)","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","45.9",""
"From 1 to 4 portions","European Union - 27 countries (from 2020)","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","52.8",""
"From 1 to 4 portions","European Union - 27 countries (from 2020)","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","50.6",""
"From 1 to 4 portions","European Union - 27 countries (from 2020)","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","56.9",""
"From 1 to 4 portions","European Union - 27 countries (from 2020)","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","52.7",""
"From 1 to 4 portions","European Union - 27 countries (from 2020)","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","58.8",""
"From 1 to 4 portions","European Union - 27 countries (from 2020)","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","47.9",""
"From 1 to 4 portions","European Union - 27 countries (from 2020)","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","56.6",""
"From 1 to 4 portions","European Union - 27 countries (from 2020)","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","54.8",""
"From 1 to 4 portions","European Union - 27 countries (from 2020)","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","59.2",""
"From 1 to 4 portions","European Union - 28 countries (2013-2020)","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","50.9",""
"From 1 to 4 portions","European Union - 28 countries (2013-2020)","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","56.4",""
"From 1 to 4 portions","European Union - 28 countries (2013-2020)","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","46.2",""
"From 1 to 4 portions","European Union - 28 countries (2013-2020)","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","51.7",""
"From 1 to 4 portions","European Union - 28 countries (2013-2020)","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","50.3",""
"From 1 to 4 portions","European Union - 28 countries (2013-2020)","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","54.5",""
"From 1 to 4 portions","European Union - 28 countries (2013-2020)","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total",":",""
"From 1 to 4 portions","European Union - 28 countries (2013-2020)","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total",":",""
"From 1 to 4 portions","European Union - 28 countries (2013-2020)","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total",":",""
"From 1 to 4 portions","European Union - 28 countries (2013-2020)","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total",":",""
"From 1 to 4 portions","European Union - 28 countries (2013-2020)","Percentage","2019","Tertiary education (levels 5-8)","Males","Total",":",""
"From 1 to 4 portions","European Union - 28 countries (2013-2020)","Percentage","2019","Tertiary education (levels 5-8)","Females","Total",":",""
"From 1 to 4 portions","Belgium","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","68.0",""
"From 1 to 4 portions","Belgium","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","75.0",""
"From 1 to 4 portions","Belgium","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","71.6",""
"From 1 to 4 portions","Belgium","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","72.2",""
"From 1 to 4 portions","Belgium","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","70.7",""
"From 1 to 4 portions","Belgium","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","72.5",""
"From 1 to 4 portions","Belgium","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","67.0",""
"From 1 to 4 portions","Belgium","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","70.7",""
"From 1 to 4 portions","Belgium","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","66.2",""
"From 1 to 4 portions","Belgium","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","68.3",""
"From 1 to 4 portions","Belgium","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","68.0",""
"From 1 to 4 portions","Belgium","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","66.4",""
"From 1 to 4 portions","Bulgaria","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","23.6",""
"From 1 to 4 portions","Bulgaria","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","28.1",""
"From 1 to 4 portions","Bulgaria","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","37.2",""
"From 1 to 4 portions","Bulgaria","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","40.4",""
"From 1 to 4 portions","Bulgaria","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","46.6",""
"From 1 to 4 portions","Bulgaria","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","50.8",""
"From 1 to 4 portions","Bulgaria","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","40.4",""
"From 1 to 4 portions","Bulgaria","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","41.7",""
"From 1 to 4 portions","Bulgaria","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","46.3",""
"From 1 to 4 portions","Bulgaria","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","47.4",""
"From 1 to 4 portions","Bulgaria","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","54.1",""
"From 1 to 4 portions","Bulgaria","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","58.5",""
"From 1 to 4 portions","Czechia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","29.3",""
"From 1 to 4 portions","Czechia","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","41.7",""
"From 1 to 4 portions","Czechia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","37.5",""
"From 1 to 4 portions","Czechia","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","51.1",""
"From 1 to 4 portions","Czechia","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","41.9",""
"From 1 to 4 portions","Czechia","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","60.3",""
"From 1 to 4 portions","Czechia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","34.5",""
"From 1 to 4 portions","Czechia","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","44.1",""
"From 1 to 4 portions","Czechia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","36.4",""
"From 1 to 4 portions","Czechia","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","49.6",""
"From 1 to 4 portions","Czechia","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","46.5",""
"From 1 to 4 portions","Czechia","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","54.5",""
"From 1 to 4 portions","Denmark","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","30.4",""
"From 1 to 4 portions","Denmark","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","40.3",""
"From 1 to 4 portions","Denmark","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","31.0",""
"From 1 to 4 portions","Denmark","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","37.0",""
"From 1 to 4 portions","Denmark","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","39.3",""
"From 1 to 4 portions","Denmark","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","39.8",""
"From 1 to 4 portions","Denmark","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","30.2",""
"From 1 to 4 portions","Denmark","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","35.6",""
"From 1 to 4 portions","Denmark","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","33.9",""
"From 1 to 4 portions","Denmark","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","41.0",""
"From 1 to 4 portions","Denmark","Percentage","2019","Tertiary education (levels 5-8)","Males","Total","38.8",""
"From 1 to 4 portions","Denmark","Percentage","2019","Tertiary education (levels 5-8)","Females","Total","44.5",""
"From 1 to 4 portions","Germany (until 1990 former territory of the FRG)","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","37.9",""
"From 1 to 4 portions","Germany (until 1990 former territory of the FRG)","Percentage","2014","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","51.9",""
"From 1 to 4 portions","Germany (until 1990 former territory of the FRG)","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","36.8",""
"From 1 to 4 portions","Germany (until 1990 former territory of the FRG)","Percentage","2014","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","48.5",""
"From 1 to 4 portions","Germany (until 1990 former territory of the FRG)","Percentage","2014","Tertiary education (levels 5-8)","Males","Total","43.2",""
"From 1 to 4 portions","Germany (until 1990 former territory of the FRG)","Percentage","2014","Tertiary education (levels 5-8)","Females","Total","51.9",""
"From 1 to 4 portions","Germany (until 1990 former territory of the FRG)","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Males","Total","45.5",""
"From 1 to 4 portions","Germany (until 1990 former territory of the FRG)","Percentage","2019","Less than primary, primary and lower secondary education (levels 0-2)","Females","Total","62.3",""
"From 1 to 4 portions","Germany (until 1990 former territory of the FRG)","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Males","Total","47.8",""
"From 1 to 4 portions","Germany (until 1990 former territory of the FRG)","Percentage","2019","Upper secondary and post-secondary non-tertiary education (levels 3 and 4)","Females","Total","60.8",""
